signature_id;severity;description;signature_name
30915;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 57
30916;High;This signature detects attempts to exploit an command injection vulnerability in Zyxel router.;Attack: Zyxel EMG2926 Router Command Injection Activity
30917;High;This signature detects attempts to execute arbitrary script code  in the browser of an unsuspecting user in the context of the affected  site and to execute arbitrary OS commands.;Attack: WordPress DZS-VideoGallery Plugin Command Injection Activity
30918;High;"This signature detects attempts to execute arbitrary code, execute remote command and retrieve sensitive information; other attacks may also be possible.";Attack: NUUO NVRmini OS Command Injection Activity
30919;High;This signature detects W32.Spyrat activity on compromised machines.;System Infected: GravityRAT Activity Activity
30920;High;This signature detects attempts to exploit a remote code execution vulnerability in Oracle Weblogic server.;Web Attack: Oracle Weblogic RCE CVE-2018-2894
30921;High;This signature detects attempts to exploit a remote code execution vulnerability in PHPUnit.;Web Attack: PHPUnit RCE CVE-2017-9841
30922;High;This signature detects attempts to exploit a remote code execution vulnerability in Mikrotik Router OS.;Attack: Mikrotik Admin Password Leak CVE-2018-14847
30923;High;This signature detects Trojan.Formbook activity on the compromised computer.;System Infected: Trojan.Formbook Activity 2
30924;High;This signature detects Coinminer activity on the infected machine.;System Infected: Miner.Burst Activity
30925;High;This signature detects Coinminer activity on the infected machine.;System Infected: Miner.Bitcoinminer Activity 16
30926;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Zacinlo Activity 3
30927;High;This signature detects unclassified Trojan activity on the compromised computer.;System Infected: Trojan.Zacinlo Activity 4
30928;High;This signature detects Trojan.Trickybot activity on the compromised computer.;System Infected: Trojan.Trickybot Activity 9
30930;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Exploit Toolkit Website 65
30931;Medium;You have attempted to visit a known malicious IP address. Visiting this web site could potentially put you at risk to becoming infected. Symantec's Network Threat Protection solution has prevented any potential infection attempts from occurring. You should not have to take any additional actions and are safe from infection. It is recommended that you do NOT visit this site.;Malicious Site: Malicious Domain Request 23
30932;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Exploit Toolkit Website 66
30933;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 2
30934;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 58
30935;High;This signature detects attempts to exploit an OS command injection vulnerability in AirLink101 SkyIPCam.;Web Attack: AirLink101 SkyIPCam1620W CVE-2015-2280
30936;High;This signature detects attempts to exploit various vulnerabilities in Belkin routers.;Attack: Belkin Router Remote Code Execution 2
30937;High;This signature detects an attempt to access the /etc/passwd file directly through an HTTP request.;Attack: Passwd File Download Attempt 2
30938;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 280
30939;High;"Adobe Reader and Acrobat are applications for handling PDF files.
Adobe Acrobat and Reader are prone to multiple arbitrary code-execution vulnerabilities due to an use-after-free error.
Very limited information is currently available regarding this issue. We will update this BID as more information emerges.
Successful exploitation allows attackers to execute arbitrary code in the context of the affected application. Failed exploits will result in denial-of-service conditions.";Web Attack: Adobe Acrobat Reader CVE-2018-12782
30940;High;Attackers can exploit these issues to  execute arbitrary code in the context of the user running the affected  application. Failed exploit attempts will likely cause a  denial-of-service condition.;Web Attack: Adobe Flash Player CVE-2018-5007
30941;High;This signature detects OSX.Trojan.Gen activity on the infected machine.;System Infected: OSX Shlayer Activity
30942;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 282
30943;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 283
30945;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Neggpy Activity 1
30948;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: W32 Ramnit Activity 8
30949;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer Activity 11
30950;High;This signature detects attempts to exploit a command injection vulnerability in phpThumb.;Web Attack: PhpThumb Command Injection CVE-2010-1598
30951;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 284
30952;Low;This signature detects DNS change requests directed towards routers.;Audit: Router DNS Change Request
30953;Medium;This signature detects suspicious activities associated with JScoinminer;Web Attack: JSCoinminer Download 59
30954;High;This signature detects attempts to exploit remote code execution vulnerability in Axis network camera.;Attack: Axis Network Camera RCE
30955;High;This signature detects the attempts of Microsoft DNSList utility performing Drive-By download downloading malicious payload.;Web Attack: Microsoft DNSList Drive-By Download Activity
30956;High;This signature detects the attempts authorization bypass vulnerability in ADB broadband gateways/routers.;Attack: ABD Broadband Gateways/Routers Authorization Bypass
30957;High;This signature detects Ransomware network encryption activity.;System Infected: Ransom.Wannacry Dropper Activity 2
30958;High;This signature detects attempts to exploit a remote memory corruption vulnerability in Microsoft Internet Explorer.;Web Attack: MSIE CVE-2018-8373
30959;High;This signature detects attempts to exploit a remote code execution vulnerability in Tutos.;Web Attack: Tutos RCE CVE-2008-0148
30960;High;This signature detects Coinminer activity on the infected machine.;System Infected: Coinminer Activity 10
30961;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Tech Support Website 285
30962;High;This signature detects attempts to exploit a remote code execution vulnerability in Apache Struts.;Web Attack: Apache Struts RCE CVE-2018-11776
30963;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Mass Injection Website 56
